time,Lx,V,dt,events,P_impulse_proxy,P_IG,U,T,W_cum,PV_gamma(IG),T*V^(gamma-1),alpha_upper,alpha_IG,sigma_upper,sigma_IG
8.6,19.595,7838,0.5,75,0.55902549169,0.390879139299,4595.56604073,0.335638770138,80.4362576013,1208883.89511,132.436885968,-0.438072065809,-1.68614514942,1.30592115185,5.02650770863
9.1,19.57,7828,0.5,70,0.472594343212,0.391781569229,4600.29918589,0.335984457047,85.1622010334,1209099.467,132.46050252,0.00720172331256,-0.812642656173,-0.0214457243915,2.41993612871
9.6,19.545,7818,0.5,64,0.457547135685,0.392673256876,4604.87928338,0.336318966066,89.7376723903,1209272.29015,132.479435819,0.00462613415012,-0.653199919761,-0.0137620425275,1.94316999529
10.1,19.52,7808,0.5,77,0.579021251775,0.393605473082,4609.90730074,0.336686189069,95.527884908,1209560.14881,132.510971605,-0.762195161672,-1.85882181316,2.2650499951,5.52394524464
10.6,19.495,7798,0.5,53,0.422754596069,0.394443920784,4613.81054141,0.336971263614,99.7554308687,1209550.44377,132.509908389,-0.324305290292,-0.287301371374,0.96281957247,0.852959824698
11.1,19.47,7788,0.5,70,0.545130640788,0.395356126439,4618.55026906,0.337317431278,105.206737277,1209757.65188,132.532608663,-0.711578756441,-1.50230897267,2.11060562584,4.45598149293
11.6,19.445,7778,0.5,67,0.48647675518,0.396300260248,4623.63513632,0.337688806333,110.071504828,1210052.61783,132.564923075,0.220099708349,-0.906488619558,-0.65214125762,2.68586738625
12.1,19.42,7768,0.5,72,0.558643753689,0.397279091907,4629.0959789,0.338087640878,115.657942365,1210443.17028,132.607709277,-0.125594957805,-1.61854401107,0.371705638228,4.79017585697
12.6,19.395,7758,0.5,61,0.429386274675,0.398176524284,4633.58021309,0.338415148488,119.951805112,1210575.67592,132.622225671,0.190371449918,-0.31658735624,-0.562810539471,0.935952848139
13.1,19.37,7748,0.5,73,0.491025648234,0.399021699274,4637.43018897,0.33869633282,124.862061594,1210540.15629,132.618334388,-1.06028060983,-0.924267758567,3.13177560594,2.73003126984
13.6,19.345,7738,0.5,67,0.546954456226,0.399968272793,4642.4317423,0.339061623014,130.331606157,1210802.80454,132.647108297,-0.467991224797,-1.47459768717,1.38099810048,4.35139912259
14.1,19.32,7728,0.5,82,0.591816902803,0.400907072893,4647.31478897,0.339418258032,136.249775185,1211031.87434,132.672203587,-1.03512235822,-1.91379522633,3.05129860778,5.64142071062
14.6,19.295,7718,0.5,48,0.36955729401,0.401770786801,4651.30039879,0.339709348436,139.945348125,1211024.63913,132.671410947,0.290036878007,0.317813879109,-0.854145451444,-0.935947459895
15.1,19.27,7708,0.5,72,0.527010086269,0.402716234111,4656.20509879,0.340067564913,145.215448987,1211254.24939,132.696565446,-0.365400867554,-1.24766871313,1.07506112779,3.67081814232
15.6,19.245,7698,0.5,69,0.505929330963,0.403659130035,4661.05197452,0.340421558174,150.274742297,1211466.1703,132.719782022,-0.212417578723,-1.02741942002,0.624308520199,3.01964979355
16.1,19.22,7688,0.5,54,0.347592108581,0.404529157517,4665.03024448,0.34071211251,153.750663383,1211449.8889,132.717998346,0.502348879538,0.565017852304,-1.47503757679,-1.65905130409
16.6,19.195,7678,0.5,77,0.536341375543,0.405513895746,4670.30353731,0.341097249292,159.114077138,1211767.36982,132.752779341,-0.0901209261532,-1.31320168248,0.264358136459,3.85210809956
17.1,19.17,7668,0.5,79,0.516692991542,0.406463655207,4675.14496219,0.341450844449,164.281007054,1211970.06185,132.774984866,-0.325505036361,-1.1070451136,0.953793701412,3.24385965986
17.6,19.145,7658,0.5,70,0.492833095899,0.407365243626,4679.40455353,0.341761945189,169.209338013,1212019.41192,132.780391314,-0.668739618845,-0.859189123132,1.95763202618,2.51514355751
18.1,19.12,7648,0.5,68,0.487651212275,0.408409527862,4685.27410363,0.34219062983,174.085850136,1212483.01646,132.831180594,0.993037974182,-0.797641864931,-2.90382114331,2.3324478745
18.6,19.095,7638,0.5,69,0.538210356061,0.409389336652,4690.37363002,0.34256307552,179.467953696,1212744.41468,132.859817559,-0.282577168876,-1.29311236252,0.825339583176,3.77686853658
19.1,19.07,7628,0.5,84,0.562541807459,0.410362849547,4695.37172452,0.342928113096,185.093371771,1212976.84588,132.8852811,-0.627323578594,-1.5266602183,1.83028925539,4.45420814638
19.6,19.045,7618,0.5,58,0.428350824756,0.411346905187,4700.46108557,0.343299816358,189.376880018,1213230.1136,132.913027344,0.805852810223,-0.174962609695,-2.34864474509,0.509925644776
20.1,19.02,7608,0.5,69,0.510948522909,0.412325993788,4705.46424111,0.343665223569,194.486365247,1213458.3867,132.938035353,-0.106329688879,-0.9911238291,0.309563610079,2.88551460844
20.6,18.995,7598,0.5,65,0.470362295959,0.4133093919,4710.48713949,0.344032072706,199.189988207,1213689.01963,132.963301887,0.319275416073,-0.575449146057,-0.928534742837,1.67355360905
21.1,18.97,7588,0.5,66,0.469456437948,0.414301047097,4715.57451806,0.344403631176,203.884552586,1213933.51344,132.990086924,0.392814187247,-0.556515345375,-1.14117900926,1.61675329225
21.6,18.945,7578,0.5,65,0.468199159724,0.415224273126,4719.85431262,0.344716207466,208.566544184,1213967.52327,132.993812804,-0.402197032607,-0.53436773229,1.16727747499,1.55087026182
22.1,18.92,7568,0.5,80,0.620316912823,0.416249376027,4725.26291665,0.345111226749,214.769713312,1214289.20588,133.029054106,-0.79456509529,-2.04580425363,2.3036633682,5.93135080503
22.6,18.895,7558,0.5,65,0.532904276374,0.417278389889,4730.68510617,0.345507238254,220.098756076,1214611.45672,133.06435766,0.0931467559485,-1.16140732273,-0.269748814052,3.36338334864
23.1,18.87,7548,0.5,69,0.513305315832,0.418299691154,4735.98910325,0.345894617532,225.231809234,1214900.45976,133.096018817,0.170943916311,-0.955166078265,-0.494484979699,2.76298384296
23.6,18.845,7538,0.5,78,0.549305497444,0.419318149458,4741.23031592,0.346277411329,230.724864208,1215170.4939,133.125601873,-0.251842303215,-1.30496906781,0.727687027832,3.77064953047
24.1,18.82,7528,0.5,83,0.580931858005,0.42034085541,4746.48893929,0.346661476723,236.534182788,1215442.1351,133.155360989,-0.550695207925,-1.61102687175,1.58944812427,4.64983824555
24.6,18.795,7518,0.5,75,0.549298833471,0.421446393782,4752.65098268,0.347111523713,242.027171123,1215942.05018,133.210128197,0.669055053218,-1.28405600721,-1.92874341549,3.7016603598
25.1,18.77,7508,0.5,63,0.434187306462,0.422434325184,4757.45537023,0.347462413835,246.369044188,1216091.64979,133.226517286,0.46251448295,-0.122472542978,-1.33179337129,0.352655164144
25.6,18.745,7498,0.5,66,0.522278125418,0.42348191386,4762.90108518,0.347860143528,251.591825442,1216402.37833,133.260558538,0.222933702833,-0.993203517353,-0.641238229572,2.85681373871
26.1,18.72,7488,0.5,72,0.593067643742,0.424600258904,4769.11010801,0.348313621677,257.522501879,1216904.92154,133.315613666,0.2783463866,-1.69026955369,-0.799646296692,4.85588408574
26.6,18.695,7478,0.5,75,0.546896280012,0.425627360441,4774.26210207,0.348689899362,262.991464679,1217134.68593,133.34078505,-0.316968739468,-1.21782800268,0.909518330682,3.4944672901
27.1,18.67,7468,0.5,49,0.361850372876,0.426595043871,4778.71768144,0.349015314157,266.609968408,1217184.24143,133.346214004,0.837075646788,0.642605368295,-2.3995109412,-1.84205408199
27.6,18.645,7458,0.5,68,0.487751524707,0.42765755398,4784.20505638,0.349416086501,271.487483655,1217493.85908,133.380133554,0.609859685674,-0.606255780275,-1.74636960795,1.73604960975
28.1,18.62,7448,0.5,59,0.382753007769,0.428710390612,4789.55248391,0.349806637738,275.315013733,1217764.91153,133.40982817,1.51989745933,0.454306199955,-4.3473914867,-1.29946062737
28.6,18.595,7438,0.5,58,0.474647753697,0.429756156737,4794.78944071,0.350189120706,280.06149127,1218004.97967,133.43612836,0.490479259966,-0.454148188313,-1.40137780565,1.2975741148
29.1,18.57,7428,0.5,65,0.473768349962,0.43073811531,4799.28408079,0.350517388313,284.79917477,1218053.77454,133.441473985,-0.243043423404,-0.43521512196,0.693709621005,1.24221800813
29.6,18.545,7418,0.5,61,0.469776978746,0.431747270232,4804.05187587,0.350865605892,289.496944557,1218169.29544,133.454129649,0.0700252964472,-0.38534599802,-0.199677770992,1.09881762519
